Ticker,Name,Exchange,exchangeDisplay,Type,TypeDisplay
D3G.SG,Despegar.com Corp. Registered S,STU,Stuttgart,S,Equity
D3H.MU,Discovery Limited,MUN,Munich,S,Equity
D3KC.SG,DEKA-IMMOBILIENEUROPA,STU,Stuttgart,M,Fund
D3KC.MU,DEKA-IMMOBILIENEUROPA,MUN,Munich,E,ETF
D3KC.HM,DEKA-IMMOBILIENEUROPA,HAM,Hamburg,E,ETF
D3KC.F,DEKA-IMMOBILIENEUROPA,FRA,Frankfurt,E,ETF
D3KC.DU,DEKA-IMMOBILIENEUROPA,DUS,Dusseldorf Stock Exchange,E,ETF
D3KC.BE,DEKA-IMMOBILIENEUROPA,BER,Berlin,E,ETF
D3KA.MU,DEKA-IMMOBILIENGLOBAL,MUN,Munich,E,ETF
D3KA.HM,DEKA-IMMOBILIENGLOBAL,HAM,Hamburg,E,ETF
D3KA.F,DEKA-IMMOBILIENGLOBAL,FRA,Frankfurt,E,ETF
D3L.BE,XANTIPPE RES,BER,Berlin,S,Equity
D3N.F,Yuexiu Real Estate Investment Trust,FRA,Frankfurt,E,ETF
D3N.BE,YUEXIU REIT ASS. MGMT UTS,BER,Berlin,E,ETF
D3R.SG,Austral Gold Ltd. Registered Sh,STU,Stuttgart,S,Equity
D3R.BE,AUSTRAL GOLD LTD,BER,Berlin,S,Equity
D3U.BE,CERRO MINING CORP.,BER,Berlin,S,Equity
D3V3.SG,Xtrackers (IE) Public Limited Company - Xtrackers EUR Credit 12.5 Swap UCITS ETF,YHD,Industry,M,Fund
D3XA.MU,DARCO WATER TECH. O.N.,MUN,Munich,S,Equity
D3XA.F,Darco Water Technologies Limited,FRA,Frankfurt,S,Equity
0P000136QF.SA,RPS TOTAL RETURN FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO D30 INSTITUCIONAL,YHD,Industry,M,Fund
D307T.NX,D307T.NX,ENX,Euronext,S,Equity
D300T.NX,D300T.NX,ENX,Euronext,S,Equity
RPSCLASSE2FI.SA,RPS TOTAL RETURN D30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMEN,EBS,Swiss,M,Fund
D309T.NX,D309T.NX,ENX,Euronext,S,Equity
D308T.NX,D308T.NX,ENX,Euronext,S,Equity
D306T.NX,D306T.NX,ENX,Euronext,S,Equity
D305T.NX,D305T.NX,ENX,Euronext,S,Equity
D304T.NX,D304T.NX,ENX,Euronext,S,Equity
D303T.NX,D303T.NX,ENX,Euronext,S,Equity
D319T.NX,D319T.NX,ENX,Euronext,S,Equity
D317T.NX,D317T.NX,ENX,Euronext,S,Equity
D316T.NX,D316T.NX,ENX,Euronext,S,Equity
D315T.NX,D315T.NX,ENX,Euronext,S,Equity
D314T.NX,D314T.NX,ENX,Euronext,S,Equity
D313T.NX,D313T.NX,ENX,Euronext,S,Equity
D312T.NX,D312T.NX,ENX,Euronext,S,Equity
D312S.NX,D312S.NX,ENX,Euronext,S,Equity
D311T.NX,D311T.NX,ENX,Euronext,S,Equity
D310T.NX,D310T.NX,ENX,Euronext,S,Equity
D329T.NX,D329T.NX,ENX,Euronext,S,Equity
D328T.NX,D328T.NX,ENX,Euronext,S,Equity
D328S.NX,D328S.NX,ENX,Euronext,S,Equity
D327T.NX,D327T.NX,ENX,Euronext,S,Equity
D326T.NX,D326T.NX,ENX,Euronext,S,Equity
D325T.NX,D325T.NX,ENX,Euronext,S,Equity
D324T.NX,D324T.NX,ENX,Euronext,S,Equity
D323T.NX,D323T.NX,ENX,Euronext,S,Equity
D322T.NX,D322T.NX,ENX,Euronext,S,Equity
D321T.NX,D321T.NX,ENX,Euronext,S,Equity
D339T.NX,D339T.NX,ENX,Euronext,S,Equity
D338T.NX,D338T.NX,ENX,Euronext,S,Equity
D337T.NX,D337T.NX,ENX,Euronext,S,Equity
D336T.NX,D336T.NX,ENX,Euronext,S,Equity
D335T.NX,D335T.NX,ENX,Euronext,S,Equity
D334T.NX,D334T.NX,ENX,Euronext,S,Equity
D333T.NX,D333T.NX,ENX,Euronext,S,Equity
D332T.NX,D332T.NX,ENX,Euronext,S,Equity
D331T.NX,D331T.NX,ENX,Euronext,S,Equity
D330T.NX,D330T.NX,ENX,Euronext,S,Equity
D349T.NX,D349T.NX,ENX,Euronext,S,Equity
D348T.NX,D348T.NX,ENX,Euronext,S,Equity
D348S.NX,D348S.NX,ENX,Euronext,S,Equity
D347T.NX,D347T.NX,ENX,Euronext,S,Equity
D346T.NX,D346T.NX,ENX,Euronext,S,Equity
D345T.NX,D345T.NX,ENX,Euronext,S,Equity
D344T.NX,D344T.NX,ENX,Euronext,S,Equity
D343T.NX,D343T.NX,ENX,Euronext,S,Equity
D342T.NX,D342T.NX,ENX,Euronext,S,Equity
D341T.NX,D341T.NX,ENX,Euronext,S,Equity
D359T.NX,D359T.NX,ENX,Euronext,S,Equity
D358T.NX,D358T.NX,ENX,Euronext,S,Equity
D357T.NX,D357T.NX,ENX,Euronext,S,Equity
D356T.NX,D356T.NX,ENX,Euronext,S,Equity
D355T.NX,D355T.NX,ENX,Euronext,S,Equity
D354T.NX,D354T.NX,ENX,Euronext,S,Equity
D353T.NX,D353T.NX,ENX,Euronext,S,Equity
D352T.NX,D352T.NX,ENX,Euronext,S,Equity
D351T.NX,D351T.NX,ENX,Euronext,S,Equity
D350T.NX,D350T.NX,ENX,Euronext,S,Equity
D369S.NX,D369S.NX,ENX,Euronext,S,Equity
D368T.NX,D368T.NX,ENX,Euronext,S,Equity
D367T.NX,D367T.NX,ENX,Euronext,S,Equity
D365T.NX,D365T.NX,ENX,Euronext,S,Equity
D364T.NX,D364T.NX,ENX,Euronext,S,Equity
D363T.NX,D363T.NX,ENX,Euronext,S,Equity
D363S.NX,D363S.NX,ENX,Euronext,S,Equity
D361T.NX,D361T.NX,ENX,Euronext,S,Equity
D360T.NX,D360T.NX,ENX,Euronext,S,Equity
D379T.NX,D379T.NX,ENX,Euronext,S,Equity
D379S.NX,D379S.NX,ENX,Euronext,S,Equity
D377T.NX,D377T.NX,ENX,Euronext,S,Equity
D377S.NX,D377S.NX,ENX,Euronext,S,Equity
D376T.NX,D376T.NX,ENX,Euronext,S,Equity
D374T.NX,D374T.NX,ENX,Euronext,S,Equity
D373T.NX,D373T.NX,ENX,Euronext,S,Equity
D372T.NX,D372T.NX,ENX,Euronext,S,Equity
D371T.NX,D371T.NX,ENX,Euronext,S,Equity
D371S.NX,D371S.NX,ENX,Euronext,S,Equity
D389T.NX,D389T.NX,ENX,Euronext,S,Equity
D387T.NX,D387T.NX,ENX,Euronext,S,Equity
D387S.NX,D387S.NX,ENX,Euronext,S,Equity
D386T.NX,D386T.NX,ENX,Euronext,S,Equity
D385T.NX,D385T.NX,ENX,Euronext,S,Equity
D384T.NX,D384T.NX,ENX,Euronext,S,Equity
D383T.NX,D383T.NX,ENX,Euronext,S,Equity
D382T.NX,D382T.NX,ENX,Euronext,S,Equity
D382S.NX,D382S.NX,ENX,Euronext,S,Equity
D381T.NX,D381T.NX,ENX,Euronext,S,Equity
D398T.NX,D398T.NX,ENX,Euronext,S,Equity
D397T.NX,D397T.NX,ENX,Euronext,S,Equity
D395T.NX,D395T.NX,ENX,Euronext,S,Equity
D395S.NX,D395S.NX,ENX,Euronext,S,Equity
D394T.NX,D394T.NX,ENX,Euronext,S,Equity
D394S.NX,D394S.NX,ENX,Euronext,S,Equity
D393T.NX,D393T.NX,ENX,Euronext,S,Equity
ESGDE.AS,EN EZ100 ESG D3.5%,AMS,Amsterdam,I,Index
ESG8D.PA,EN EZ ESGL80 D3.5%,PAR,Paris,I,Index
ESGZD.PA,ESG LEAD EZ D3.5,PAR,Paris,I,Index
D4A.F,DGR Global Limited,FRA,Frankfurt,S,Equity
D4D.SG,Dongfeng Motor Group Company Limited,STU,Stuttgart,S,Equity
D4D.MU,DONGFENG MOTOR GRP H YC 1,MUN,Munich,S,Equity
D4E.MU,DEFIANCE SILVER CORP.,MUN,Munich,S,Equity
D4G.F,Datametrex AI Limited,FRA,Frankfurt,S,Equity
D4G.BE,DATAMETREX AI LIMITED,BER,Berlin,S,Equity
D4I.F,Capitol Health Limited,FRA,Frankfurt,S,Equity
D4K.F,DWS Limited,YHD,Industry,S,Equity
D4K.BE,DWS LTD.,BER,Berlin,S,Equity
D4M1.F,Sphinx Resources Ltd.,FRA,Frankfurt,S,Equity
D4M1.BE,SPHINX RESOURCES LTD.,BER,Berlin,S,Equity
D4OZ.DE,IN.IS.CO.MSCI J.A. IN LS,GER,XETRA,I,Index
D4OW.DE,IN.IS.MSCI EM EMU SC GBP,GER,XETRA,I,Index
D4OS.DE,IN.IS. MSCI EM AS.GBP,GER,XETRA,I,Index
D4OQ.DE,INAV ISH.MSCI CAD. ETF LS,GER,XETRA,I,Index
D4OL.DE,INAV IS.TB.7-10Y ETF(A)LS,GER,XETRA,I,Index
D4OJ.DE,INAV IS.T.B.1-3Y ETF(A)LS,GER,XETRA,I,Index
D4OH.DE,INAV IS.E.GB 7-10Y ETF LS,GER,XETRA,I,Index
D4P.F,"DCP Midstream, LP",FRA,Frankfurt,S,Equity
D4P.BE,DCP MIDSTREAM L.P. UTS,BER,Berlin,S,Equity
D4R.MU,ROMIOS GOLD RES INC.,MUN,Munich,S,Equity
D4R.F,Romios Gold Resources Inc.,FRA,Frankfurt,S,Equity
D4S.SG,Daiichi Sankyo Co. Ltd. Registe,STU,Stuttgart,S,Equity
D4S.MU,DAIICHI SANKYO CO. LTD,MUN,Munich,S,Equity
D4S.F,"Daiichi Sankyo Company, Limited",YHD,Industry,S,Equity
D4S.DU,DAIICHI SANKYO CO. LTD,DUS,Dusseldorf Stock Exchange,S,Equity
D4S.BE,DAIICHI SANKYO CO. LTD,BER,Berlin,S,Equity
D4V.BE,G. WILLI-FOOD INTL INC.,BER,Berlin,S,Equity
D4YN.DE,I.X.S+P500 2X I.D.S.1C SF,GER,XETRA,I,Index
D4YK.DE,I.XTRA.S+P500 S.1C SF,GER,XETRA,I,Index
D4YA.DE,I.IS. MSCI USA SC GBP,GER,XETRA,I,Index
D4Y8.DE,I.XTRA.MSCI CHINA 1C DL,GER,XETRA,I,Index
D4Y6.DE,I.XTRA.MSCI CHINA 1C EO,GER,XETRA,I,Index
D4YY.DE,I.XTRA.MSCI MALA.1C DL,GER,XETRA,I,Index
D4YS.DE,I.X.S+P500 2X L.D.S.1C SF,GER,XETRA,I,Index
D4YM.DE,I.XTRA.S.DAX X2 D.S.1C SF,GER,XETRA,I,Index
D402T.NX,D402T.NX,ENX,Euronext,S,Equity
D408T.NX,D408T.NX,ENX,Euronext,S,Equity
D407T.NX,D407T.NX,ENX,Euronext,S,Equity
D406T.NX,D406T.NX,ENX,Euronext,S,Equity
D406S.NX,D406S.NX,ENX,Euronext,S,Equity
D405T.NX,D405T.NX,ENX,Euronext,S,Equity
D405S.NX,D405S.NX,ENX,Euronext,S,Equity
D404S.NX,D404S.NX,ENX,Euronext,S,Equity
D403T.NX,D403T.NX,ENX,Euronext,S,Equity
D403S.NX,D403S.NX,ENX,Euronext,S,Equity
D419T.NX,D419T.NX,ENX,Euronext,S,Equity
D418T.NX,D418T.NX,ENX,Euronext,S,Equity
D417T.NX,D417T.NX,ENX,Euronext,S,Equity
D417S.NX,D417S.NX,ENX,Euronext,S,Equity
D416T.NX,D416T.NX,ENX,Euronext,S,Equity
D415T.NX,D415T.NX,ENX,Euronext,S,Equity
D415S.NX,D415S.NX,ENX,Euronext,S,Equity
D414T.NX,D414T.NX,ENX,Euronext,S,Equity
D414S.NX,D414S.NX,ENX,Euronext,S,Equity
D413T.NX,D413T.NX,ENX,Euronext,S,Equity
D429S.NX,D429S.NX,ENX,Euronext,S,Equity
D428S.NX,D428S.NX,ENX,Euronext,S,Equity
D427T.NX,D427T.NX,ENX,Euronext,S,Equity
D427S.NX,D427S.NX,ENX,Euronext,S,Equity
D426S.NX,D426S.NX,ENX,Euronext,S,Equity
D423T.NX,D423T.NX,ENX,Euronext,S,Equity
D422T.NX,D422T.NX,ENX,Euronext,S,Equity
D421T.NX,D421T.NX,ENX,Euronext,S,Equity
D420T.NX,D420T.NX,ENX,Euronext,S,Equity
D439T.NX,D439T.NX,ENX,Euronext,S,Equity
D437T.NX,D437T.NX,ENX,Euronext,S,Equity
D436T.NX,D436T.NX,ENX,Euronext,S,Equity
D435T.NX,D435T.NX,ENX,Euronext,S,Equity
D434T.NX,D434T.NX,ENX,Euronext,S,Equity
D430T.NX,D430T.NX,ENX,Euronext,S,Equity
D449T.NX,D449T.NX,ENX,Euronext,S,Equity
D448T.NX,D448T.NX,ENX,Euronext,S,Equity
D447T.NX,D447T.NX,ENX,Euronext,S,Equity
D446T.NX,D446T.NX,ENX,Euronext,S,Equity
D445T.NX,D445T.NX,ENX,Euronext,S,Equity
D444T.NX,D444T.NX,ENX,Euronext,S,Equity
D443T.NX,D443T.NX,ENX,Euronext,S,Equity
D442T.NX,D442T.NX,ENX,Euronext,S,Equity
D441T.NX,D441T.NX,ENX,Euronext,S,Equity
D440T.NX,D440T.NX,ENX,Euronext,S,Equity
D459T.NX,D459T.NX,ENX,Euronext,S,Equity
D458T.NX,D458T.NX,ENX,Euronext,S,Equity
D458S.NX,D458S.NX,ENX,Euronext,S,Equity
D456T.NX,D456T.NX,ENX,Euronext,S,Equity
D455T.NX,D455T.NX,ENX,Euronext,S,Equity
D452T.NX,D452T.NX,ENX,Euronext,S,Equity
D451T.NX,D451T.NX,ENX,Euronext,S,Equity
D450T.NX,D450T.NX,ENX,Euronext,S,Equity
D469T.NX,D469T.NX,ENX,Euronext,S,Equity
D468T.NX,D468T.NX,ENX,Euronext,S,Equity
D467T.NX,D467T.NX,ENX,Euronext,S,Equity
D466T.NX,D466T.NX,ENX,Euronext,S,Equity
D464T.NX,D464T.NX,ENX,Euronext,S,Equity
D464S.NX,D464S.NX,ENX,Euronext,S,Equity
D463T.NX,D463T.NX,ENX,Euronext,S,Equity
D462T.NX,D462T.NX,ENX,Euronext,S,Equity
D461T.NX,D461T.NX,ENX,Euronext,S,Equity
D479T.NX,D479T.NX,ENX,Euronext,S,Equity
D474T.NX,D474T.NX,ENX,Euronext,S,Equity
D473S.NX,D473S.NX,ENX,Euronext,S,Equity
D471T.NX,D471T.NX,ENX,Euronext,S,Equity
D471S.NX,D471S.NX,ENX,Euronext,S,Equity
D489T.NX,D489T.NX,ENX,Euronext,S,Equity
D488T.NX,D488T.NX,ENX,Euronext,S,Equity
D487T.NX,D487T.NX,ENX,Euronext,S,Equity
D486T.NX,D486T.NX,ENX,Euronext,S,Equity
D485T.NX,D485T.NX,ENX,Euronext,S,Equity
D484T.NX,D484T.NX,ENX,Euronext,S,Equity
D483T.NX,D483T.NX,ENX,Euronext,S,Equity
D483S.NX,D483S.NX,ENX,Euronext,S,Equity
D482T.NX,D482T.NX,ENX,Euronext,S,Equity
D481T.NX,D481T.NX,ENX,Euronext,S,Equity
D499T.NX,D499T.NX,ENX,Euronext,S,Equity
D498T.NX,D498T.NX,ENX,Euronext,S,Equity
D497T.NX,D497T.NX,ENX,Euronext,S,Equity
D496T.NX,D496T.NX,ENX,Euronext,S,Equity
D495T.NX,D495T.NX,ENX,Euronext,S,Equity
D494T.NX,D494T.NX,ENX,Euronext,S,Equity
D493T.NX,D493T.NX,ENX,Euronext,S,Equity
D491T.NX,D491T.NX,ENX,Euronext,S,Equity
D490T.NX,D490T.NX,ENX,Euronext,S,Equity
ESGED.AS,EN EZ100 ESG D4.5%,AMS,Amsterdam,I,Index
ESG8E.PA,EN EZ ESG L80 D4.5,PAR,Paris,I,Index
D5BC.SG,Xtrackers II Germany Government,STU,Stuttgart,M,Fund
D5BA.F,Dws Concept - Platow,FRA,Frankfurt,E,ETF
D5BL.DE,Xtrackers MSCI Europe Value UCITS ETF 1C,GER,XETRA,E,ETF
D5BH.SG,Xtrackers MSCI Canada UCITS,STU,Stuttgart,M,Fund
D5BH.F,Xtrackers MSCI Canada UCITS ETF 1C,FRA,Frankfurt,E,ETF
D5BG.F,Xtrackers II EUR Corporate Bond UCITS ETF 1C,FRA,Frankfurt,E,ETF
D5F6.MU,DANSKE INVEST - INDIA A,MUN,Munich,E,ETF
D5F6.HM,DANSKE INVEST - INDIA A,HAM,Hamburg,E,ETF
D5F3.HM,DAN.IN.SICAV-EUR.SM.CAP A,HAM,Hamburg,E,ETF
D5F2.BE,DAN.INV.-EAST.EU.X.RU. A,BER,Berlin,E,ETF
D5F7.F,DANSKE INV.-GL E.M.S.C. A,FRA,Frankfurt,E,ETF
D5F6.F,DANSKE INVEST - INDIA A,FRA,Frankfurt,E,ETF
D5F4.MU,DAN.INV.SICAV-GL EM.MA. A,MUN,Munich,E,ETF
D5F4.HM,DAN.INV.SICAV-GL EM.MA. A,HAM,Hamburg,E,ETF
D5F4.F,DAN.INV.SICAV-GL EM.MA. A,FRA,Frankfurt,E,ETF
D5G1.SG,Dynasty Gold Corp. Registered S,STU,Stuttgart,S,Equity
D5G1.F,Dynasty Gold Corp.,FRA,Frankfurt,S,Equity
D5LA.F,Dome Energy AB (publ),FRA,Frankfurt,S,Equity
D5P.SG,DP Eurasia N.V.,YHD,Industry,S,Equity
D5P.F,DP Eurasia N.V.,FRA,Frankfurt,S,Equity
D5R1.SG,DXI Energy Inc. Registered Shar,STU,Stuttgart,S,Equity
D5R1.MU,DXI ENERGY INC.,MUN,Munich,S,Equity
D5R1.F,DXI Energy Inc.,YHD,Industry,S,Equity
D5S.BE,"DOLPHIN CAP. INV.  EO-,01",BER,Berlin,S,Equity
D5T1.SG,Great Eastern Energy Corporation Limited,STU,Stuttgart,S,Equity
D5T1.F,Great Eastern Energy Corporation Limited,YHD,Industry,S,Equity
D5VU.DU,ARIQON WACHSTUM T,DUS,Dusseldorf Stock Exchange,E,ETF
D5VQ.MU,C-QUADRAT ARTS BEST.MOM.T,MUN,Munich,E,ETF
D5VL.HM,C-QUADRAT A.T.R. GA. VT A,HAM,Hamburg,E,ETF
D5VL.BE,C-QUADRAT A.T.R. GA. VT A,BER,Berlin,E,ETF
D5VG.BE,C-QUADRAT ARTS T.R.B. VTA,BER,Berlin,E,ETF
D5VC.BE,C-QUADRAT ARTS T.R.BAL. T,BER,Berlin,E,ETF
D5VR.F,LOYS GLOBAL MH B (T),FRA,Frankfurt,E,ETF
D5VQ.F,C-QUADRAT ARTS Best Momentum,FRA,Frankfurt,E,ETF
D5X7.MU,MACQUARIE MS BDS EM.MKT.T,MUN,Munich,E,ETF
D5X7.BE,MACQUARIE MS BDS EM.MKT.T,BER,Berlin,E,ETF
D5X5.HM,M300 T,HAM,Hamburg,E,ETF
D5X3.MU,MACQ.GBL M.ASS.STA.DIV. T,MUN,Munich,E,ETF
D5X3.HM,MACQ.GBL M.ASS.STA.DIV. T,HAM,Hamburg,E,ETF
D5X3.DU,MACQ.GBL M.ASS.STA.DIV. T,DUS,Dusseldorf Stock Exchange,E,ETF
D5X3.BE,MACQ.GBL M.ASS.STA.DIV. T,BER,Berlin,E,ETF
D5X7.DU,MACQUARIE MS BDS EM.MKT.T,DUS,Dusseldorf Stock Exchange,E,ETF
D5Y1.MU,SAUREN SEL.GBL GWTH FOC.,MUN,Munich,E,ETF
D5Y1.HM,SAUREN SEL.GBL GWTH FOC.,HAM,Hamburg,E,ETF
D5Y1.F,SAUREN SEL.GBL GWTH FOC.,FRA,Frankfurt,E,ETF
D5Y1.DU,SAUREN SEL.GBL GWTH FOC.,DUS,Dusseldorf Stock Exchange,E,ETF
D5Y1.BE,SAUREN SEL.GBL GWTH FOC.,BER,Berlin,E,ETF
ESG5D.AS,EN E50 ESG EW D50P,AMS,Amsterdam,I,Index
D500.F,Invesco Markets plc - Invesco S&P 500 UCITS ETF,FRA,Frankfurt,E,ETF
ESF5D.AS,SBFT 50 ESGEW D50P,AMS,Amsterdam,I,Index
FEZ60.AS,EN FREZ 60 EW D50P,AMS,Amsterdam,I,Index
EZML6.AS,EN EZ L&M60EW D50P,AMS,Amsterdam,I,Index
ES1ED.AS,EN EU S 100EW D50P,AMS,Amsterdam,I,Index
D50N.F,NIPPON DRAGON RES,FRA,Frankfurt,S,Equity
D500.DE,Invesco Markets plc - Invesco S&P 500 UCITS ETF,GER,XETRA,E,ETF
D509T.NX,D509T.NX,ENX,Euronext,S,Equity
D509S.NX,D509S.NX,ENX,Euronext,S,Equity
D516T.NX,D516T.NX,ENX,Euronext,S,Equity
D515T.NX,D515T.NX,ENX,Euronext,S,Equity
D514T.NX,D514T.NX,ENX,Euronext,S,Equity
D513T.NX,D513T.NX,ENX,Euronext,S,Equity
D513S.NX,D513S.NX,ENX,Euronext,S,Equity
D512T.NX,D512T.NX,ENX,Euronext,S,Equity
D512S.NX,D512S.NX,ENX,Euronext,S,Equity
D511T.NX,D511T.NX,ENX,Euronext,S,Equity
D510T.NX,D510T.NX,ENX,Euronext,S,Equity
D529T.NX,D529T.NX,ENX,Euronext,S,Equity
D528T.NX,D528T.NX,ENX,Euronext,S,Equity
D527T.NX,D527T.NX,ENX,Euronext,S,Equity
D527S.NX,D527S.NX,ENX,Euronext,S,Equity
D526T.NX,D526T.NX,ENX,Euronext,S,Equity
D525T.NX,D525T.NX,ENX,Euronext,S,Equity
D524T.NX,D524T.NX,ENX,Euronext,S,Equity
D523T.NX,D523T.NX,ENX,Euronext,S,Equity
D522T.NX,D522T.NX,ENX,Euronext,S,Equity
D521S.NX,D521S.NX,ENX,Euronext,S,Equity
D537T.NX,D537T.NX,ENX,Euronext,S,Equity
D536T.NX,D536T.NX,ENX,Euronext,S,Equity
D535T.NX,D535T.NX,ENX,Euronext,S,Equity
D533T.NX,D533T.NX,ENX,Euronext,S,Equity
D532T.NX,D532T.NX,ENX,Euronext,S,Equity
D531T.NX,D531T.NX,ENX,Euronext,S,Equity
D531S.NX,D531S.NX,ENX,Euronext,S,Equity
D530T.NX,D530T.NX,ENX,Euronext,S,Equity
D549T.NX,D549T.NX,ENX,Euronext,S,Equity
D548T.NX,D548T.NX,ENX,Euronext,S,Equity
D547T.NX,D547T.NX,ENX,Euronext,S,Equity
D546T.NX,D546T.NX,ENX,Euronext,S,Equity
D544T.NX,D544T.NX,ENX,Euronext,S,Equity
D543T.NX,D543T.NX,ENX,Euronext,S,Equity
D543S.NX,D543S.NX,ENX,Euronext,S,Equity
D542T.NX,D542T.NX,ENX,Euronext,S,Equity
D541T.NX,D541T.NX,ENX,Euronext,S,Equity
D559T.NX,D559T.NX,ENX,Euronext,S,Equity
D558T.NX,D558T.NX,ENX,Euronext,S,Equity
D557T.NX,D557T.NX,ENX,Euronext,S,Equity
D556T.NX,D556T.NX,ENX,Euronext,S,Equity
D555T.NX,D555T.NX,ENX,Euronext,S,Equity
D554T.NX,D554T.NX,ENX,Euronext,S,Equity
D553T.NX,D553T.NX,ENX,Euronext,S,Equity
D553S.NX,D553S.NX,ENX,Euronext,S,Equity
D552T.NX,D552T.NX,ENX,Euronext,S,Equity
D551T.NX,D551T.NX,ENX,Euronext,S,Equity
D569T.NX,D569T.NX,ENX,Euronext,S,Equity
D568T.NX,D568T.NX,ENX,Euronext,S,Equity
D567T.NX,D567T.NX,ENX,Euronext,S,Equity
D566T.NX,D566T.NX,ENX,Euronext,S,Equity
D565T.NX,D565T.NX,ENX,Euronext,S,Equity
D564T.NX,D564T.NX,ENX,Euronext,S,Equity
D563T.NX,D563T.NX,ENX,Euronext,S,Equity
D562T.NX,D562T.NX,ENX,Euronext,S,Equity
D561T.NX,D561T.NX,ENX,Euronext,S,Equity
D560T.NX,D560T.NX,ENX,Euronext,S,Equity
D575S.NX,D575S.NX,ENX,Euronext,S,Equity
D572T.NX,D572T.NX,ENX,Euronext,S,Equity
D571T.NX,D571T.NX,ENX,Euronext,S,Equity
D570T.NX,D570T.NX,ENX,Euronext,S,Equity
D589T.NX,D589T.NX,ENX,Euronext,S,Equity
D588T.NX,D588T.NX,ENX,Euronext,S,Equity
D587T.NX,D587T.NX,ENX,Euronext,S,Equity
D586T.NX,D586T.NX,ENX,Euronext,S,Equity
D585T.NX,D585T.NX,ENX,Euronext,S,Equity
D584T.NX,D584T.NX,ENX,Euronext,S,Equity
D583T.NX,D583T.NX,ENX,Euronext,S,Equity
D583S.NX,D583S.NX,ENX,Euronext,S,Equity
D599T.NX,D599T.NX,ENX,Euronext,S,Equity
D599S.NX,D599S.NX,ENX,Euronext,S,Equity
D598T.NX,D598T.NX,ENX,Euronext,S,Equity
D597T.NX,D597T.NX,ENX,Euronext,S,Equity
D596T.NX,D596T.NX,ENX,Euronext,S,Equity
D596S.NX,D596S.NX,ENX,Euronext,S,Equity
D595T.NX,D595T.NX,ENX,Euronext,S,Equity
D594T.NX,D594T.NX,ENX,Euronext,S,Equity
D593T.NX,D593T.NX,ENX,Euronext,S,Equity
D592T.NX,D592T.NX,ENX,Euronext,S,Equity
FRECH.PA,ENFR 20-40EW D5.5%,PAR,Paris,I,Index
FRN40.PA,EN FR N40 EW D5.5%,PAR,Paris,I,Index
FRA20.PA,EN FR 20 EW D5.5%,PAR,Paris,I,Index
D6BE.BE,"JAYWING PLC  LS -,50",BER,Berlin,S,Equity
D6F.BE,Aseana Properties Limited,BER,Berlin,S,Equity
D6H.F,DATAGROUP SE,YHD,Industry,S,Equity
D6H.SG,DATAGROUP SE Inhaber-Aktien o.N,STU,Stuttgart,S,Equity
D6H.MU,DATAGROUP SE  INH. O.N.,MUN,Munich,S,Equity
D6H.DU,DATAGROUP SE  INH. O.N.,DUS,Dusseldorf Stock Exchange,S,Equity
D6H.BE,DATAGROUP SE  INH. O.N.,BER,Berlin,S,Equity
D6H.TI,DATAGROUP SE,TLO,TLX Exchange,S,Equity
D6I.SG,Commvault Systems Inc. Register,STU,Stuttgart,S,Equity
D6I.F,"Commvault Systems, Inc.",FRA,Frankfurt,S,Equity
D6I.BE,"COMMVAULT SYS INC  DL-,01",BER,Berlin,S,Equity
D6L.SG,Delek Logistics Partners LP Reg,STU,Stuttgart,S,Equity
D6L.F,"Delek Logistics Partners, LP",YHD,Industry,S,Equity
D6L.BE,DELEK LOGISTICS P.LP UTS,BER,Berlin,S,Equity
D6M.BE,"GENEDRIVE PLC  LS -,015",BER,Berlin,S,Equity
D6R7.F,DEKASPEZIAL CF,FRA,Frankfurt,E,ETF
D6R5.BE,DEKA-SCHWEIZ,BER,Berlin,E,ETF
D6R9.F,DEKA-PRIVATVORSOR. AS,FRA,Frankfurt,E,ETF
D6U.SI,Dynamic Colours Limited,YHD,Industry,S,Equity
D6V1.SG,Aeon Metals Ltd. Registered Sha,STU,Stuttgart,S,Equity
D6XV.F,WildBrain Ltd.,FRA,Frankfurt,S,Equity
D6Y.BE,SENSEN NETWORKS,BER,Berlin,S,Equity
D609T.NX,D609T.NX,ENX,Euronext,S,Equity
D608T.NX,D608T.NX,ENX,Euronext,S,Equity
D607T.NX,D607T.NX,ENX,Euronext,S,Equity
D606T.NX,D606T.NX,ENX,Euronext,S,Equity
D605T.NX,D605T.NX,ENX,Euronext,S,Equity
D604T.NX,D604T.NX,ENX,Euronext,S,Equity
D603T.NX,D603T.NX,ENX,Euronext,S,Equity
D602T.NX,D602T.NX,ENX,Euronext,S,Equity
D601T.NX,D601T.NX,ENX,Euronext,S,Equity
D600T.NX,D600T.NX,ENX,Euronext,S,Equity
D619T.NX,D619T.NX,ENX,Euronext,S,Equity
D618T.NX,D618T.NX,ENX,Euronext,S,Equity
D617T.NX,D617T.NX,ENX,Euronext,S,Equity
D616T.NX,D616T.NX,ENX,Euronext,S,Equity
D615T.NX,D615T.NX,ENX,Euronext,S,Equity
D614T.NX,D614T.NX,ENX,Euronext,S,Equity
D613T.NX,D613T.NX,ENX,Euronext,S,Equity
